ts,x,y,z,qw,qx,qy,qz
1403636648363555328,6.866021,2.853439,0.980201,0.208654,-0.756494,-0.273515,-0.556211
1403636648368555520,6.868809,2.852917,0.979012,0.207820,-0.756826,-0.272452,-0.556592
1403636648373555456,6.871593,2.852377,0.977816,0.207001,-0.757214,-0.271336,-0.556915
1403636648378555648,6.874368,2.851818,0.976612,0.206218,-0.757582,-0.270181,-0.557266
1403636648383555328,6.877123,2.851246,0.975390,0.205473,-0.757974,-0.269029,-0.557566
1403636648388555520,6.879932,2.850724,0.974144,0.204714,-0.758375,-0.267914,-0.557836
1403636648393555456,6.882675,2.850150,0.972887,0.203946,-0.758767,-0.266834,-0.558103
1403636648398555392,6.885408,2.849557,0.971608,0.203122,-0.759175,-0.265783,-0.558350
1403636648403555328,6.888135,2.848948,0.970316,0.202248,-0.759572,-0.264745,-0.558620
1403636648408555520,6.890858,2.848325,0.969015,0.201396,-0.759999,-0.263658,-0.558861
1403636648413555456,6.893578,2.847696,0.967702,0.200580,-0.760424,-0.262534,-0.559106
1403636648418555392,6.896291,2.847059,0.966388,0.199831,-0.760846,-0.261358,-0.559350
1403636648423555584,6.898990,2.846409,0.965068,0.199110,-0.761257,-0.260161,-0.559606
1403636648428555520,6.901677,2.845743,0.963737,0.198388,-0.761636,-0.258968,-0.559900
1403636648433555712,6.904437,2.845116,0.962400,0.197615,-0.762036,-0.257806,-0.560166
1403636648438555392,6.907128,2.844440,0.961054,0.196829,-0.762415,-0.256659,-0.560452
1403636648443555584,6.909820,2.843753,0.959684,0.196003,-0.762832,-0.255514,-0.560699
1403636648448555520,6.912516,2.843056,0.958294,0.195119,-0.763260,-0.254380,-0.560940
1403636648453555456,6.915217,2.842351,0.956896,0.194215,-0.763706,-0.253242,-0.561161
1403636648458555392,6.917923,2.841651,0.955504,0.193306,-0.764143,-0.252122,-0.561385
1403636648463555584,6.920626,2.840954,0.954130,0.192441,-0.764544,-0.251001,-0.561639
1403636648468555520,6.923312,2.840256,0.952771,0.191628,-0.764920,-0.249887,-0.561900
1403636648473555456,6.925974,2.839548,0.951415,0.190931,-0.765215,-0.248737,-0.562246
1403636648478555392,6.928624,2.838827,0.950048,0.190248,-0.765542,-0.247586,-0.562542
1403636648483555584,6.931268,2.838094,0.948670,0.189535,-0.765858,-0.246439,-0.562856
1403636648488555520,6.934062,2.837431,0.947297,0.188786,-0.766209,-0.245261,-0.563144
1403636648493555456,6.936751,2.836691,0.945918,0.187985,-0.766565,-0.244077,-0.563442
1403636648498555392,6.939452,2.835961,0.944543,0.187171,-0.766946,-0.242907,-0.563699
1403636648503555584,6.942163,2.835239,0.943179,0.186350,-0.767364,-0.241778,-0.563888
1403636648508555520,6.944873,2.834524,0.941833,0.185582,-0.767746,-0.240678,-0.564092
1403636648513555456,6.947587,2.833818,0.940510,0.184837,-0.768147,-0.239614,-0.564243
1403636648518555392,6.950306,2.833118,0.939221,0.184121,-0.768485,-0.238559,-0.564464
1403636648523555584,6.953029,2.832410,0.937980,0.183412,-0.768818,-0.237496,-0.564690
1403636648528555520,6.955743,2.831681,0.936779,0.182684,-0.769114,-0.236430,-0.564970
1403636648533555456,6.958429,2.830933,0.935601,0.182007,-0.769351,-0.235326,-0.565326
1403636648538555392,6.961093,2.830173,0.934433,0.181329,-0.769629,-0.234246,-0.565615
1403636648543555584,6.963738,2.829406,0.933267,0.180662,-0.769882,-0.233220,-0.565908
1403636648548555520,6.966364,2.828635,0.932102,0.180033,-0.770158,-0.232217,-0.566145
1403636648553555456,6.968973,2.827856,0.930944,0.179403,-0.770461,-0.231262,-0.566323
1403636648558555648,6.971564,2.827063,0.929790,0.178807,-0.770788,-0.230286,-0.566465
1403636648563555584,6.974137,2.826257,0.928636,0.178193,-0.771124,-0.229323,-0.566592
1403636648568555520,6.976698,2.825432,0.927489,0.177582,-0.771443,-0.228367,-0.566735
1403636648573555456,6.979240,2.824585,0.926358,0.176935,-0.771769,-0.227422,-0.566874
1403636648578555648,6.981753,2.823720,0.925241,0.176281,-0.772033,-0.226520,-0.567079
1403636648583555584,6.984243,2.822844,0.924134,0.175677,-0.772288,-0.225605,-0.567284
1403636648588555520,6.987164,2.822217,0.923180,0.175059,-0.772475,-0.224766,-0.567553
1403636648593555456,6.989678,2.821349,0.922111,0.174463,-0.772653,-0.223942,-0.567820
1403636648598555648,6.992197,2.820480,0.921059,0.173835,-0.772862,-0.223123,-0.568051
1403636648603555328,6.994724,2.819607,0.920028,0.173181,-0.773078,-0.222308,-0.568276
1403636648608555520,6.997254,2.818733,0.919021,0.172509,-0.773322,-0.221515,-0.568459
1403636648613555456,6.999778,2.817865,0.918042,0.171856,-0.773559,-0.220776,-0.568620
1403636648618555648,7.002288,2.816997,0.917093,0.171256,-0.773808,-0.220079,-0.568733
1403636648623555328,7.004786,2.816122,0.916172,0.170667,-0.774026,-0.219418,-0.568869
1403636648628555520,7.007263,2.815228,0.915271,0.170046,-0.774298,-0.218748,-0.568943
1403636648633555456,7.009769,2.814341,0.914442,0.169348,-0.774569,-0.218105,-0.569030
1403636648638555648,7.012214,2.813406,0.913572,0.168654,-0.774844,-0.217412,-0.569126
1403636648643555328,7.014634,2.812455,0.912708,0.167941,-0.775149,-0.216737,-0.569180
1403636648648555520,7.017030,2.811500,0.911851,0.167283,-0.775421,-0.216100,-0.569245
1403636648653555456,7.019401,2.810541,0.911004,0.166707,-0.775707,-0.215460,-0.569266
1403636648658555392,7.021757,2.809575,0.910163,0.166155,-0.775963,-0.214854,-0.569308
1403636648663555328,7.024107,2.808602,0.909327,0.165636,-0.776235,-0.214216,-0.569329
1403636648668555520,7.026458,2.807628,0.908496,0.165062,-0.776552,-0.213599,-0.569295
1403636648673555712,7.028812,2.806649,0.907672,0.164469,-0.776880,-0.212997,-0.569245
1403636648678555392,7.031171,2.805670,0.906861,0.163832,-0.777244,-0.212435,-0.569142
1403636648683555584,7.033528,2.804692,0.906068,0.163162,-0.777599,-0.211937,-0.569035
1403636648688555520,7.035948,2.803756,0.905412,0.162462,-0.777931,-0.211489,-0.568949
1403636648693555712,7.038312,2.802792,0.904690,0.161702,-0.778218,-0.211146,-0.568899
1403636648698555392,7.040674,2.801825,0.903987,0.160985,-0.778447,-0.210803,-0.568917
1403636648703555584,7.043036,2.800853,0.903298,0.160273,-0.778652,-0.210443,-0.568970
1403636648708555520,7.045396,2.799880,0.902616,0.159605,-0.778843,-0.210059,-0.569039
1403636648713555456,7.047757,2.798907,0.901944,0.158995,-0.779050,-0.209619,-0.569089
1403636648718555392,7.050125,2.797945,0.901285,0.158448,-0.779246,-0.209155,-0.569143
1403636648723555584,7.052498,2.796997,0.900645,0.157969,-0.779478,-0.208669,-0.569138
1403636648728555520,7.054875,2.796059,0.900026,0.157494,-0.779728,-0.208235,-0.569085
1403636648733555456,7.057254,2.795124,0.899426,0.157065,-0.780008,-0.207810,-0.568976
1403636648738555392,7.059671,2.794206,0.898964,0.156611,-0.780326,-0.207416,-0.568808
1403636648743555584,7.062030,2.793264,0.898434,0.156119,-0.780647,-0.207056,-0.568634
1403636648748555520,7.064378,2.792317,0.897923,0.155609,-0.781028,-0.206664,-0.568394
1403636648753555456,7.066713,2.791363,0.897414,0.155111,-0.781368,-0.206290,-0.568198
1403636648758555392,7.069038,2.790411,0.896900,0.154674,-0.781733,-0.205893,-0.567959
1403636648763555584,7.071366,2.789463,0.896377,0.154230,-0.782122,-0.205541,-0.567672
1403636648768555520,7.073702,2.788521,0.895857,0.153825,-0.782514,-0.205205,-0.567363
1403636648773555456,7.076049,2.787590,0.895352,0.153389,-0.782958,-0.204909,-0.566975
1403636648778555392,7.078402,2.786666,0.894871,0.152913,-0.783423,-0.204679,-0.566545
1403636648783555584,7.080749,2.785744,0.894419,0.152417,-0.783927,-0.204489,-0.566049
1403636648788555264,7.083106,2.784817,0.894099,0.151911,-0.784433,-0.204331,-0.565541
1403636648793555456,7.085428,2.783870,0.893719,0.151415,-0.784971,-0.204147,-0.564994
1403636648798555648,7.087741,2.782913,0.893347,0.150894,-0.785502,-0.203982,-0.564454
1403636648803555584,7.090056,2.781954,0.892968,0.150395,-0.786083,-0.203770,-0.563856
1403636648808555520,7.092378,2.780997,0.892586,0.149896,-0.786659,-0.203534,-0.563269
1403636648813555456,7.094717,2.780051,0.892215,0.149446,-0.787188,-0.203289,-0.562738
1403636648818555648,7.097076,2.779119,0.891874,0.149021,-0.787730,-0.203061,-0.562175
1403636648823555584,7.099448,2.778201,0.891580,0.148657,-0.788218,-0.202852,-0.561662
1403636648828555520,7.101830,2.777297,0.891347,0.148341,-0.788685,-0.202643,-0.561166
1403636648833555456,7.104209,2.776395,0.891182,0.148025,-0.789133,-0.202450,-0.560689
1403636648838555648,7.106541,2.775465,0.891183,0.147706,-0.789590,-0.202268,-0.560194
1403636648843555328,7.108874,2.774546,0.891124,0.147404,-0.790010,-0.202113,-0.559738
1403636648848555520,7.111189,2.773617,0.891078,0.147109,-0.790468,-0.201941,-0.559231
1403636648853555456,7.113493,2.772675,0.891029,0.146737,-0.790928,-0.201793,-0.558730
1403636648858555648,7.115804,2.771725,0.890972,0.146336,-0.791368,-0.201625,-0.558275
1403636648863555328,7.118127,2.770775,0.890922,0.145876,-0.791869,-0.201453,-0.557746
1403636648868555520,7.120462,2.769840,0.890886,0.145428,-0.792352,-0.201321,-0.557224
1403636648873555456,7.122801,2.768922,0.890876,0.145007,-0.792848,-0.201252,-0.556653
1403636648878555648,7.125140,2.768019,0.890895,0.144605,-0.793304,-0.201258,-0.556105
1403636648883555328,7.127483,2.767124,0.890944,0.144234,-0.793735,-0.201271,-0.555582
1403636648888555520,7.129834,2.766227,0.891021,0.143811,-0.794148,-0.201299,-0.555091
1403636648893555456,7.132205,2.765325,0.891123,0.143350,-0.794533,-0.201296,-0.554660
1403636648898555392,7.134596,2.764424,0.891254,0.142838,-0.794927,-0.201273,-0.554236
1403636648903555328,7.137002,2.763536,0.891412,0.142360,-0.795280,-0.201245,-0.553863
1403636648908555520,7.139416,2.762668,0.891599,0.141974,-0.795644,-0.201196,-0.553456
1403636648913555456,7.141829,2.761819,0.891818,0.141646,-0.795953,-0.201205,-0.553093
1403636648918555392,7.144241,2.760980,0.892065,0.141401,-0.796227,-0.201222,-0.552755
1403636648923555584,7.146659,2.760141,0.892338,0.141154,-0.796523,-0.201224,-0.552391
1403636648928555520,7.149080,2.759293,0.892626,0.140917,-0.796801,-0.201182,-0.552066
1403636648933555712,7.151507,2.758437,0.892938,0.140636,-0.797118,-0.201100,-0.551709
1403636648938555392,7.153520,2.757357,0.893665,0.140356,-0.797416,-0.201009,-0.551383
1403636648943555584,7.155913,2.756491,0.894056,0.140096,-0.797715,-0.200941,-0.551041
1403636648948555520,7.158306,2.755638,0.894471,0.139857,-0.797991,-0.200940,-0.550703
1403636648953555456,7.160697,2.754797,0.894916,0.139671,-0.798243,-0.200972,-0.550374
1403636648958555392,7.163096,2.753952,0.895382,0.139450,-0.798470,-0.201049,-0.550072
1403636648963555584,7.165517,2.753094,0.895866,0.139207,-0.798675,-0.201072,-0.549827
1403636648968555520,7.167961,2.752229,0.896385,0.138871,-0.798903,-0.201045,-0.549591
1403636648973555456,7.170425,2.751369,0.896934,0.138539,-0.799064,-0.200987,-0.549462
1403636648978555392,7.172902,2.750526,0.897512,0.138276,-0.799204,-0.200909,-0.549352
1403636648983555584,7.175391,2.749704,0.898123,0.138061,-0.799298,-0.200892,-0.549277
1403636648988555520,7.177885,2.748902,0.898767,0.137924,-0.799359,-0.200918,-0.549213
1403636648993555456,7.180382,2.748112,0.899441,0.137811,-0.799390,-0.200981,-0.549172
1403636648998555392,7.182889,2.747332,0.900144,0.137722,-0.799398,-0.201015,-0.549171
1403636649003555584,7.185397,2.746548,0.900868,0.137619,-0.799400,-0.201008,-0.549196
1403636649008555520,7.187907,2.745755,0.901608,0.137521,-0.799350,-0.200966,-0.549308
1403636649013555456,7.190429,2.744967,0.902378,0.137432,-0.799311,-0.200899,-0.549413
1403636649018555392,7.192961,2.744193,0.903183,0.137363,-0.799197,-0.200854,-0.549611
1403636649023555584,7.195501,2.743430,0.904014,0.137339,-0.799024,-0.200811,-0.549885
1403636649028555520,7.198057,2.742677,0.904863,0.137312,-0.798832,-0.200792,-0.550177
1403636649033555456,7.199825,2.741548,0.906037,0.137309,-0.798627,-0.200754,-0.550490
1403636649038555392,7.202323,2.740771,0.906951,0.137297,-0.798441,-0.200701,-0.550782
1403636649043555584,7.204833,2.739994,0.907878,0.137274,-0.798250,-0.200657,-0.551080
1403636649048555520,7.207346,2.739222,0.908821,0.137247,-0.798087,-0.200610,-0.551340
1403636649053555456,7.209865,2.738461,0.909780,0.137249,-0.797897,-0.200569,-0.551630
1403636649058555648,7.212400,2.737720,0.910760,0.137289,-0.797655,-0.200543,-0.551979
1403636649063555584,7.214953,2.737002,0.911770,0.137360,-0.797375,-0.200529,-0.552370
1403636649068555520,7.217519,2.736298,0.912819,0.137456,-0.797048,-0.200497,-0.552830
1403636649073555456,7.220087,2.735595,0.913907,0.137537,-0.796672,-0.200465,-0.553363
1403636649078555648,7.222652,2.734883,0.915024,0.137636,-0.796284,-0.200373,-0.553930
1403636649083555584,7.225203,2.734166,0.916161,0.137708,-0.795916,-0.200257,-0.554482
1403636649088555520,7.227741,2.733454,0.917306,0.137810,-0.795526,-0.200143,-0.555058
1403636649093555456,7.230277,2.732752,0.918456,0.137923,-0.795126,-0.200074,-0.555628
1403636649098555648,7.232827,2.732074,0.919620,0.138054,-0.794680,-0.200090,-0.556227
1403636649103555328,7.235405,2.731423,0.920807,0.138213,-0.794222,-0.200128,-0.556828
1403636649108555520,7.238014,2.730785,0.922028,0.138337,-0.793718,-0.200186,-0.557494
1403636649113555456,7.240648,2.730148,0.923304,0.138455,-0.793208,-0.200166,-0.558198
1403636649118555648,7.243288,2.729511,0.924630,0.138559,-0.792661,-0.200084,-0.558978
1403636649123555328,7.245917,2.728867,0.925978,0.138732,-0.792071,-0.199930,-0.559826
1403636649128555520,7.248526,2.728222,0.927321,0.138979,-0.791528,-0.199731,-0.560604
1403636649133555456,7.251115,2.727587,0.928654,0.139318,-0.790946,-0.199584,-0.561393
1403636649138555648,7.253693,2.726967,0.929987,0.139719,-0.790403,-0.199471,-0.562097
1403636649143555328,7.256281,2.726357,0.931315,0.140079,-0.789905,-0.199415,-0.562727
1403636649148555520,7.258874,2.725743,0.932634,0.140366,-0.789511,-0.199354,-0.563229
1403636649153555456,7.261452,2.725114,0.933941,0.140536,-0.789201,-0.199308,-0.563638
1403636649158555392,7.264020,2.724472,0.935236,0.140655,-0.788930,-0.199248,-0.564009
1403636649163555328,7.266592,2.723830,0.936535,0.140733,-0.788684,-0.199182,-0.564357
1403636649168555520,7.269165,2.723192,0.937861,0.140826,-0.788349,-0.199147,-0.564814
1403636649173555712,7.271736,2.722564,0.939232,0.140939,-0.787954,-0.199156,-0.565334
1403636649178555392,7.274311,2.721944,0.940640,0.141050,-0.787449,-0.199249,-0.565976
1403636649183555584,7.276898,2.721328,0.942072,0.141202,-0.786918,-0.199303,-0.566657
1403636649188555520,7.277539,2.719812,0.944066,0.141319,-0.786369,-0.199331,-0.567379
1403636649193555712,7.280057,2.719154,0.945556,0.141434,-0.785841,-0.199316,-0.568087
1403636649198555392,7.282572,2.718493,0.947053,0.141537,-0.785424,-0.199278,-0.568651
1403636649203555584,7.285064,2.717828,0.948549,0.141664,-0.785044,-0.199249,-0.569155
1403636649208555520,7.287525,2.717159,0.950035,0.141804,-0.784729,-0.199249,-0.569554
1403636649213555456,7.289966,2.716484,0.951505,0.141916,-0.784430,-0.199322,-0.569912
1403636649218555392,7.292410,2.715807,0.952974,0.141996,-0.784162,-0.199426,-0.570225
1403636649223555584,7.294877,2.715139,0.954466,0.142008,-0.783855,-0.199566,-0.570595
1403636649228555520,7.297361,2.714478,0.956003,0.142019,-0.783542,-0.199682,-0.570981
1403636649233555456,7.299828,2.713804,0.957606,0.142057,-0.783194,-0.199765,-0.571420
1403636649238555392,7.302293,2.713136,0.959220,0.142168,-0.782809,-0.199796,-0.571909
1403636649243555584,7.304740,2.712463,0.960850,0.142334,-0.782449,-0.199784,-0.572365
1403636649248555520,7.307168,2.711788,0.962486,0.142546,-0.782061,-0.199761,-0.572850
1403636649253555456,7.309588,2.711112,0.964121,0.142810,-0.781707,-0.199721,-0.573281
1403636649258555392,7.312009,2.710439,0.965757,0.143088,-0.781346,-0.199683,-0.573716
1403636649263555584,7.314433,2.709767,0.967406,0.143355,-0.781025,-0.199650,-0.574098
1403636649268555520,7.316855,2.709094,0.969070,0.143561,-0.780739,-0.199647,-0.574437
1403636649273555456,7.319275,2.708416,0.970743,0.143713,-0.780490,-0.199681,-0.574725
1403636649278555392,7.321683,2.707732,0.972419,0.143806,-0.780283,-0.199759,-0.574956
1403636649283555584,7.324070,2.707038,0.974104,0.143854,-0.780128,-0.199876,-0.575114
1403636649288555264,7.326469,2.706345,0.975808,0.143911,-0.780025,-0.200000,-0.575196
1403636649293555456,7.328806,2.705631,0.977495,0.143988,-0.779932,-0.200120,-0.575261
1403636649298555648,7.331116,2.704902,0.979183,0.144060,-0.779901,-0.200241,-0.575243
1403636649303555584,7.333416,2.704164,0.980878,0.144104,-0.779871,-0.200357,-0.575232
1403636649308555520,7.335717,2.703426,0.982589,0.144124,-0.779843,-0.200461,-0.575229
1403636649313555456,7.338024,2.702694,0.984320,0.144155,-0.779776,-0.200563,-0.575276
1403636649318555648,7.340340,2.701972,0.986081,0.144231,-0.779686,-0.200664,-0.575344
1403636649323555584,7.342657,2.701261,0.987869,0.144352,-0.779556,-0.200777,-0.575450
1403636649328555520,7.344965,2.700550,0.989682,0.144485,-0.779384,-0.200896,-0.575609
1403636649333555456,7.347271,2.699837,0.991504,0.144590,-0.779244,-0.201021,-0.575729
1403636649338555648,7.349643,2.699143,0.993329,0.144636,-0.779157,-0.201156,-0.575787
1403636649343555328,7.351948,2.698424,0.995141,0.144621,-0.779167,-0.201315,-0.575722
1403636649348555520,7.354237,2.697699,0.996942,0.144595,-0.779242,-0.201502,-0.575562
1403636649353555456,7.356513,2.696973,0.998730,0.144555,-0.779459,-0.201724,-0.575201
1403636649358555648,7.358771,2.696244,1.000505,0.144510,-0.779716,-0.201989,-0.574770
1403636649363555328,7.361018,2.695513,1.002285,0.144473,-0.779990,-0.202250,-0.574316
1403636649368555520,7.363265,2.694781,1.004090,0.144458,-0.780242,-0.202472,-0.573898
1403636649373555456,7.365511,2.694044,1.005937,0.144478,-0.780431,-0.202639,-0.573577
1403636649378555648,7.367755,2.693305,1.007837,0.144496,-0.780581,-0.202781,-0.573319
1403636649383555328,7.369995,2.692572,1.009783,0.144556,-0.780623,-0.202900,-0.573204
1403636649388555520,7.372294,2.691865,1.011779,0.144617,-0.780661,-0.203041,-0.573087
1403636649393555456,7.374524,2.691133,1.013779,0.144701,-0.780633,-0.203219,-0.573041
1403636649398555392,7.376744,2.690396,1.015776,0.144789,-0.780651,-0.203387,-0.572934
1403636649403555328,7.378953,2.689655,1.017760,0.144805,-0.780730,-0.203591,-0.572750
1403636649408555520,7.381153,2.688907,1.019730,0.144832,-0.780848,-0.203775,-0.572517
1403636649413555456,7.383351,2.688155,1.021689,0.144817,-0.781046,-0.203962,-0.572184
1403636649418555392,7.385543,2.687405,1.023642,0.144788,-0.781275,-0.204170,-0.571805
1403636649423555584,7.387734,2.686661,1.025605,0.144758,-0.781558,-0.204392,-0.571346
1403636649428555520,7.389929,2.685922,1.027580,0.144717,-0.781799,-0.204658,-0.570931
1403636649433555712,7.392128,2.685194,1.029584,0.144689,-0.782048,-0.204932,-0.570499
1403636649438555392,7.394367,2.684486,1.031636,0.144660,-0.782240,-0.205230,-0.570136
1403636649443555584,7.396571,2.683766,1.033726,0.144670,-0.782390,-0.205510,-0.569827
1403636649448555520,7.398761,2.683042,1.035854,0.144688,-0.782526,-0.205760,-0.569545
1403636649453555456,7.400935,2.682306,1.038007,0.144719,-0.782566,-0.205978,-0.569403
1403636649458555392,7.403091,2.681556,1.040187,0.144727,-0.782663,-0.206167,-0.569199
1403636649463555584,7.405224,2.680800,1.042381,0.144740,-0.782722,-0.206374,-0.569040
1403636649468555520,7.407334,2.680043,1.044588,0.144809,-0.782770,-0.206579,-0.568882
1403636649473555456,7.409427,2.679288,1.046803,0.144912,-0.782789,-0.206794,-0.568752
1403636649478555392,7.411518,2.678531,1.049025,0.145038,-0.782779,-0.207006,-0.568656
1403636649483555584,7.413616,2.677777,1.051255,0.145138,-0.782787,-0.207188,-0.568552
1403636649488555520,7.415735,2.677026,1.053516,0.145244,-0.782752,-0.207336,-0.568520
1403636649493555456,7.417860,2.676281,1.055794,0.145370,-0.782717,-0.207444,-0.568497
1403636649498555392,7.419993,2.675547,1.058098,0.145525,-0.782622,-0.207551,-0.568549
1403636649503555584,7.422132,2.674824,1.060443,0.145709,-0.782532,-0.207670,-0.568582
1403636649508555520,7.424271,2.674110,1.062834,0.145925,-0.782405,-0.207799,-0.568654
1403636649513555456,7.426408,2.673396,1.065258,0.146157,-0.782222,-0.207927,-0.568799
1403636649518555392,7.428540,2.672680,1.067713,0.146367,-0.782057,-0.208045,-0.568929
1403636649523555584,7.430663,2.671957,1.070188,0.146593,-0.781868,-0.208126,-0.569101
1403636649528555520,7.432775,2.671226,1.072682,0.146853,-0.781730,-0.208161,-0.569211
1403636649533555456,7.434873,2.670488,1.075191,0.147118,-0.781566,-0.208190,-0.569357
1403636649538555392,7.436943,2.669735,1.077739,0.147382,-0.781412,-0.208221,-0.569489
1403636649543555584,7.439001,2.668983,1.080269,0.147645,-0.781249,-0.208271,-0.569626
1403636649548555520,7.441044,2.668229,1.082798,0.147930,-0.781060,-0.208338,-0.569787
1403636649553555456,7.443080,2.667478,1.085332,0.148212,-0.780868,-0.208428,-0.569944
1403636649558555648,7.445133,2.666734,1.087872,0.148493,-0.780636,-0.208507,-0.570160
1403636649563555584,7.447213,2.665996,1.090430,0.148776,-0.780483,-0.208505,-0.570296
1403636649568555520,7.449310,2.665262,1.093017,0.149065,-0.780267,-0.208449,-0.570536
1403636649573555456,7.451415,2.664532,1.095631,0.149399,-0.780047,-0.208353,-0.570785
1403636649578555648,7.453511,2.663810,1.098262,0.149763,-0.779870,-0.208272,-0.570962
1403636649583555584,7.455588,2.663089,1.100898,0.150181,-0.779664,-0.208192,-0.571162
1403636649588555520,7.457649,2.662357,1.103573,0.150558,-0.779514,-0.208110,-0.571297
1403636649593555456,7.459697,2.661605,1.106210,0.150855,-0.779359,-0.208025,-0.571462
1403636649598555648,7.461734,2.660821,1.108829,0.151057,-0.779257,-0.207909,-0.571589
1403636649603555328,7.463768,2.660023,1.111436,0.151185,-0.779178,-0.207788,-0.571707
1403636649608555520,7.465804,2.659225,1.114040,0.151326,-0.779112,-0.207629,-0.571818
1403636649613555456,7.467832,2.658434,1.116640,0.151450,-0.779003,-0.207524,-0.571970
1403636649618555648,7.469855,2.657647,1.119243,0.151627,-0.778842,-0.207419,-0.572181
1403636649623555328,7.471879,2.656864,1.121858,0.151820,-0.778677,-0.207274,-0.572407
1403636649628555520,7.473898,2.656071,1.124476,0.152010,-0.778458,-0.207118,-0.572711
1403636649633555456,7.475896,2.655262,1.127076,0.152232,-0.778241,-0.206889,-0.573030
1403636649638555648,7.477880,2.654438,1.129653,0.152480,-0.778020,-0.206615,-0.573362
1403636649643555328,7.479868,2.653606,1.132220,0.152760,-0.777855,-0.206266,-0.573638
1403636649648555520,7.481861,2.652764,1.134779,0.153028,-0.777696,-0.205866,-0.573925
1403636649653555456,7.483840,2.651898,1.137317,0.153252,-0.777585,-0.205436,-0.574170
1403636649658555392,7.485804,2.651012,1.139818,0.153439,-0.777478,-0.205011,-0.574417
1403636649663555328,7.487753,2.650117,1.142286,0.153622,-0.777399,-0.204599,-0.574622
1403636649668555520,7.489681,2.649219,1.144723,0.153787,-0.777338,-0.204241,-0.574788
1403636649673555712,7.491598,2.648314,1.147127,0.153955,-0.777247,-0.203887,-0.574991
1403636649678555392,7.493512,2.647396,1.149512,0.154064,-0.777233,-0.203504,-0.575117
1403636649683555584,7.495426,2.646456,1.151889,0.154112,-0.777228,-0.203084,-0.575260
1403636649688555520,7.497388,2.645500,1.154403,0.154123,-0.777266,-0.202608,-0.575372
1403636649693555712,7.499283,2.644529,1.156756,0.154093,-0.777273,-0.202164,-0.575528
1403636649698555392,7.501170,2.643556,1.159087,0.154073,-0.777280,-0.201740,-0.575673
1403636649703555584,7.503059,2.642581,1.161400,0.154029,-0.777271,-0.201354,-0.575831
1403636649708555520,7.504946,2.641605,1.163709,0.153971,-0.777232,-0.200976,-0.576031
1403636649713555456,7.506827,2.640618,1.166008,0.153848,-0.777204,-0.200608,-0.576231
1403636649718555392,7.508704,2.639613,1.168287,0.153660,-0.777192,-0.200222,-0.576431
1403636649723555584,7.510575,2.638594,1.170552,0.153417,-0.777200,-0.199814,-0.576626
1403636649728555520,7.512439,2.637571,1.172796,0.153173,-0.777194,-0.199406,-0.576840
1403636649733555456,7.514298,2.636551,1.175012,0.152961,-0.777189,-0.199007,-0.577042
1403636649738555392,7.516193,2.635548,1.177249,0.152787,-0.777158,-0.198643,-0.577255
1403636649743555584,7.518060,2.634541,1.179432,0.152609,-0.777138,-0.198300,-0.577447
1403636649748555520,7.519929,2.633527,1.181605,0.152399,-0.777079,-0.197974,-0.577692
1403636649753555456,7.521797,2.632501,1.183766,0.152176,-0.777035,-0.197627,-0.577929
1403636649758555392,7.523656,2.631459,1.185910,0.151870,-0.777016,-0.197301,-0.578147
1403636649763555584,7.525496,2.630406,1.188031,0.151559,-0.776980,-0.196983,-0.578386
1403636649768555520,7.527323,2.629348,1.190121,0.151249,-0.776983,-0.196688,-0.578563
1403636649773555456,7.529152,2.628299,1.192185,0.150959,-0.776982,-0.196423,-0.578730
1403636649778555392,7.530980,2.627254,1.194236,0.150699,-0.777012,-0.196152,-0.578850
1403636649783555584,7.532806,2.626203,1.196271,0.150432,-0.777022,-0.195890,-0.578994
1403636649788555264,7.534662,2.625149,1.198332,0.150153,-0.777059,-0.195583,-0.579121
1403636649793555456,7.536472,2.624069,1.200332,0.149855,-0.777080,-0.195261,-0.579278
1403636649798555648,7.538278,2.622991,1.202323,0.149578,-0.777098,-0.194941,-0.579433
1403636649803555584,7.540080,2.621925,1.204307,0.149326,-0.777091,-0.194659,-0.579603
1403636649808555520,7.541877,2.620865,1.206281,0.149126,-0.777066,-0.194396,-0.579775
1403636649813555456,7.543663,2.619800,1.208234,0.148927,-0.777039,-0.194141,-0.579949
1403636649818555648,7.545436,2.618714,1.210160,0.148713,-0.777009,-0.193847,-0.580143
1403636649823555584,7.547201,2.617611,1.212064,0.148451,-0.777004,-0.193508,-0.580329
1403636649828555520,7.548967,2.616499,1.213957,0.148148,-0.776976,-0.193166,-0.580558
1403636649833555456,7.550722,2.615384,1.215838,0.147855,-0.776971,-0.192836,-0.580749
1403636649838555648,7.552457,2.614272,1.217697,0.147583,-0.776897,-0.192586,-0.581000
1403636649843555328,7.554173,2.613161,1.219529,0.147366,-0.776848,-0.192370,-0.581191
1403636649848555520,7.555880,2.612048,1.221347,0.147151,-0.776795,-0.192169,-0.581384
1403636649853555456,7.557582,2.610925,1.223154,0.146924,-0.776756,-0.191926,-0.581574
1403636649858555648,7.559282,2.609788,1.224942,0.146644,-0.776753,-0.191645,-0.581741
1403636649863555328,7.560986,2.608644,1.226702,0.146337,-0.776758,-0.191348,-0.581910
1403636649868555520,7.562695,2.607506,1.228440,0.146026,-0.776792,-0.191062,-0.582036
1403636649873555456,7.564399,2.606379,1.230163,0.145771,-0.776779,-0.190823,-0.582196
